unique_row,year,age,term,difficulty,block,macro_topic,topic,small_step_num,small_step_num_in_topic,small_step_name,ss_wr_desc,ss_desc,small_step_id,small_step_key,year_order,term_order,topic_order,source_row_index,legacy_step_position
Year7SummerAnglesandpolygons,Year 7,11-12,Summer,,3,Angles and polygons,Angles and polygons,892,10,Parallel and perpendicular lines,"In this small step, students consolidate and extend their Key Stage 2 understanding of parallel and perpendicular lines. Remind students that parallel lines are always the same distance apart and never meet, no matter how far they are extended. Perpendicular lines meet at a right angle (90°), which can be shown using a square corner or set square. Use clear diagrams and practical examples, such as train tracks for parallel lines or the corner of a book for perpendicular lines. Encourage students to spot these relationships in shapes, coordinate grids and the classroom environment. Emphasise accurate vocabulary, such as “intersect” and “right angle”, and correct notation, including arrows for parallel lines and squares for right angles. Students should practise drawing parallel and perpendicular lines using a ruler and protractor or set square. Misconceptions and common errors • Students may assume that all lines that do not meet are parallel, overlooking the fact that parallel lines must also be equidistant. • Students may assume that lines need to be the same length to be parallel. • Students may confuse perpendicular lines with any intersecting lines. Year 7 | Summer term | Block 4 – Angles and polygons | Step 10 Mathematical talk • How can you tell that two lines are parallel? • What does it mean for two lines to be the same distance apart? • Can parallel lines ever meet? Explain your answer. • What makes a pair of lines perpendicular? • How can you check that two lines are perpendicular? • What is the same and what is different about parallel lines and perpendicular lines? • Where might you see parallel/perpendicular lines in everyday life? • If line AB is perpendicular to CD, and EF is parallel to AB, what is the relationship between EF and CD? National Curriculum links • Describe, sketch and draw using conventional terms and notations: points, lines, parallel lines, perpendicular lines, right angles, regular polygons, and other polygons that are reflectively and rotationally symmetric",,Year 7_11-12_Summer__Angles and polygons_10_Parallel and perpendicular lines,year-7__11-12__summer__blank__angles-and-polygons__10__parallel-and-perpendicular-lines,7,3,4,125,10
Year7SummerAnglesandpolygons,Year 7,11-12,Summer,,3,Angles and polygons,Angles and polygons,893,11,Investigate angles in parallel lines  E,"In this extend step, students explore angles formed when a transversal crosses parallel lines. The focus of this step is on careful measurement and observation of angles in parallel lines. Students investigate patterns and compare different angle positions. Encourage them to use known angle facts, such as angles on a straight line or around a point, to justify their ideas, where possible. Provide opportunities for students to test their conjectures with further examples to build confidence. This investigative approach develops curiosity and provides a secure foundation for introducing formal parallel line angle facts in later steps. Misconceptions and common errors • Students may believe that all angles formed by a transversal and parallel lines are equal. • Students may believe that parallel lines must always be horizontal. • Students may not understand that there can be more than two parallel lines in a set. Year 7 | Summer term | Block 4 – Angles and polygons | Step 11 Mathematical talk • How can you identify parallel lines? • Do parallel lines always have to be drawn horizontally? Explain your answer. • How many angles are created when a transversal intersects a pair of parallel lines? • What do you notice about the sizes of the angles formed between a transversal and parallel lines? Is there a pattern? • Are there any other pairs of equal angles? Explain how you know. • If you know the size of one angle, how can you use angles on a straight line, vertically opposite angles and angles around a point to work out other angles? National Curriculum links • Apply the properties of angles at a point, angles at a point on a straight line, vertically opposite angles • Understand and use the relationship between parallel lines and alternate and corresponding angles • Describe, sketch and draw using conventional terms and notations: points, lines, parallel lines, perpendicular lines, right angles, regular polygons, and other polygons that are reflectively and rotationally symmetric E",,Year 7_11-12_Summer__Angles and polygons_11_Investigate angles in parallel lines  E,year-7__11-12__summer__blank__angles-and-polygons__11__investigate-angles-in-parallel-lines-e,7,3,4,125,11
Year7SummerAnglesandpolygons,Year 7,11-12,Summer,,3,Angles and polygons,Angles and polygons,894,12,Angles in any polygon  E,"In this extend step, students are introduced to the sum of the interior angles in a polygon. Start with triangles, where the angles sum to 180°, and quadrilaterals, which can be split into two triangles to give 360°. Explore polygons with more sides by partitioning them into triangles from a single vertex, for example splitting a pentagon into three triangles, making the sum of the interior angles 540°. Encourage students to investigate different polygons and record their findings, noticing how the number of sides links to the number of triangles and the total angle sum. Then introduce regular polygons, showing how each interior angle can be found by dividing the total by the number of sides. Students also identify interior and exterior angles at a vertex and calculate them using their knowledge of angles on a straight line. Misconceptions and common errors • Students may think that the sum of the interior angles differs between regular and irregular polygons. • Students may assume that the sum of the angles can be found by multiplying the number of sides by 180°. • Students may struggle to split the polygons into triangles, using more than one vertex. Year 7 | Summer term | Block 4 – Angles and polygons | Step 12 Mathematical talk • How many triangles can a quadrilateral be split into? What does that tell you about the total sum of its interior angles? • If a pentagon can be split into three triangles, what does that tell you about the total sum of its interior angles? • Why is the interior angle sum of any polygon always a multiple of 180°? • Describe the relationship between the number of sides a polygon has and the number of triangles it can be split into from one vertex. • How can you calculate the angle sum of any polygon? Does your method work for concave polygons? National Curriculum links • Derive and use the sum of angles in a triangle and use it to deduce the angle sum in any polygon, and to derive properties of regular polygons E",,Year 7_11-12_Summer__Angles and polygons_12_Angles in any polygon  E,year-7__11-12__summer__blank__angles-and-polygons__12__angles-in-any-polygon-e,7,3,4,125,12
Year7SummerAnglesandpolygons,Year 7,11-12,Summer,,3,Angles and polygons,Angles and polygons,895,13,Simple proofs  E,"In this extend step, students are introduced to the idea of simple proofs using known angle facts. Distinguish between a demonstration, which shows why something is true in one case, and a proof, which explains why it is always true. Model how the angles in a triangle sum to 180° by cutting out the three corners and rearranging them so that they fit together along a straight line. Encourage students to make links to earlier angle facts, recognising that angles on a straight line sum to 180°. Students should practise writing short proofs, focusing on clear reasoning and step-by-step justification. Discussions about efficiency and generalisation will help students to see how proofs provide certainty and are more powerful than examples alone. Misconceptions and common errors • Students may think that showing one example is enough to prove a fact. • Students may think that proofs are only shown by calculations, rather than reasoning and logical facts. • Students may write explanations without a clear structure. • Students may struggle with more challenging expressions such as 180 − (90 − x). Year 7 | Summer term | Block 4 – Angles and polygons | Step 13 Mathematical talk • What is the same and what is different about a proof and a demonstration? • What do you know? What can you find out? • Is it possible to prove something in more than one way? • How could you prove that there are 360° in a full turn? • Why is it important to write each step of a proof in order? • This trapezium has two right angles. Does this mean that every trapezium has two right angles? Explain how you know. • How can you prove that the angles in a pentagon sum to 540° using the fact that angles in a triangle sum to 180°? National Curriculum links • Apply angle facts, triangle congruence, similarity and properties of quadrilaterals to derive results about angles and sides, including Pythagoras’ theorem, and use known results to obtain simple proofs E",,Year 7_11-12_Summer__Angles and polygons_13_Simple proofs  E,year-7__11-12__summer__blank__angles-and-polygons__13__simple-proofs-e,7,3,4,125,13
Year8SummerAnglesinparallellinesandpolygons,Year 8,12-13,Summer,,1,Angles in parallel lines and polygons,Angles in parallel lines and polygons,999,1,Basic angle rules and notation,"In this small step, students review the basic rules of angles and notation covered in Year 7 Start by looking at each rule in isolation: the sum of angles on a straight line, angles around a point and angles in triangles and quadrilaterals. Students should be able to identify when angles sum to 180° or 360° and when angles are equal. Once they are confident in identifying the correct rule, move on to diagrams where more than one rule may need to be applied. Remind students of the three-letter angle notation, which is used throughout the block. Encourage them to explain and justify how they identify and calculate angles, using correct vocabulary and angle rules. Misconceptions and common errors • Students may confuse the different rules relating to angles in lines and shapes. • Students may confuse instances when angles sum to 180° and when they sum to 360°. • Students may believe that angles on the same straight line that do not meet still sum to 180°. • In their calculations, students may not account for angles that are not labelled. Year 8 | Summer term | Block 1 – Angles in parallel lines and polygons | Step 1 National Curriculum links • Use the standard conventions for labelling the sides and angles of triangle ABC, and know and use the criteria for congruence of triangles • Apply the properties of angles at a point, angles at a point on a straight line, vertically opposite angles Mathematical talk • What is the sum of the angles on a straight line? • In which shape do the interior angles sum to 360°? • A triangle has angles of ° and °. What is the size of the third angle? • What is the difference between an acute angle and an obtuse angle? • In the angle notation ABC, the intersection of the lines forming the angle will be labelled with which letter? • Vertically opposite angles are • Angles in a triangle sum to °. • Angles in a quadrilateral sum to °.",,Year 8_12-13_Summer__Angles in parallel lines and polygons_1_Basic angle rules and notation,year-8__12-13__summer__blank__angles-in-parallel-lines-and-polygons__1__basic-angle-rules-and-notation,8,3,1,137,1
Year8SummerAnglesinparallellinesandpolygons,Year 8,12-13,Summer,,1,Angles in parallel lines and polygons,Angles in parallel lines and polygons,1000,2,Angles in parallel lines,"In this small step, students review the basic rules of angles and notation covered in Year 7 Start by looking at each rule in isolation: the sum of angles on a straight line, angles around a point and angles in triangles and quadrilaterals. Students should be able to identify when angles sum to 180° or 360° and when angles are equal. Once they are confident in identifying the correct rule, move on to diagrams where more than one rule may need to be applied. Remind students of the three-letter angle notation, which is used throughout the block. Encourage them to explain and justify how they identify and calculate angles, using correct vocabulary and angle rules.","Students review angle rules and notation from Year 7: sum of angles on a straight line, around a point, in triangles and quadrilaterals. They identify when angles sum to 180° or 360°, and equal angles. They apply multiple rules on diagrams, use three-letter angle notation, and justify calculations.",Year 8_12-13_Summer__Angles in parallel lines and polygons_2_Angles in parallel lines,year-8__12-13__summer__blank__angles-in-parallel-lines-and-polygons__2__angles-in-parallel-lines,8,3,1,137,2
Year8SummerAnglesinparallellinesandpolygons,Year 8,12-13,Summer,,1,Angles in parallel lines and polygons,Angles in parallel lines and polygons,1001,3,Alternate and corresponding angles,"In this small step, students investigate the properties of parallel lines, and the angles formed between them and an intersecting transversal. Ensure that students are confident in identifying when lines are parallel and when they are not, using examples and non-examples. Once students are confident in the properties of parallel lines, introduce the transversal. Students measure the angles formed and discover the relationship between the angles. Encourage them to use the correct vocabulary when describing angles. The terms “alternate” and “corresponding” are introduced in this step to describe pairs of angles and their relative positions.","Students explore properties of parallel lines and intersecting transversals, learning to identify parallel lines and measure angles formed. They discover angle relationships and use correct vocabulary, including ""alternate"" and ""corresponding"", to describe angle pairs and positions. Confidence in understanding parallel lines and transversals is emphasised.",Year 8_12-13_Summer__Angles in parallel lines and polygons_3_Alternate and corresponding angles,year-8__12-13__summer__blank__angles-in-parallel-lines-and-polygons__3__alternate-and-corresponding-angles,8,3,1,137,3
Year8SummerAnglesinparallellinesandpolygons,Year 8,12-13,Summer,,1,Angles in parallel lines and polygons,Angles in parallel lines and polygons,1002,4,"Alternate, corresponding and co-interior angles","In this small step, students begin formally calculating the sizes of alternate and corresponding angles between parallel lines. They build on their learning from the previous step, understanding that in parallel lines, alternate angles are always equal and corresponding angles are always equal. Use examples and non-examples to aid understanding. As with previous steps, ensure that students use the correct vocabulary and angle notation when describing angles and the appropriate language when justifying their reasoning, for example stating “because alternate angles are equal” rather than “because they are alternate”.","Students start calculating alternate and corresponding angles between parallel lines, understanding they're always equal. Use examples and non-examples to reinforce learning. Ensure correct vocabulary, angle notation, and justification language are used, such as ""alternate angles are equal"".","Year 8_12-13_Summer__Angles in parallel lines and polygons_4_Alternate, corresponding and co-interior angles",year-8__12-13__summer__blank__angles-in-parallel-lines-and-polygons__4__alternate-corresponding-and-co-interior-angles,8,3,1,137,4
Year8SummerAnglesinparallellinesandpolygons,Year 8,12-13,Summer,,1,Angles in parallel lines and polygons,Angles in parallel lines and polygons,1003,5,Solve problems with angles in parallel lines,"In this small step, students consolidate their knowledge of alternate and corresponding angles and begin to explore co-interior angles in parallel lines. As in previous steps, explore examples and non-examples using parallel and non-parallel lines to make connections to the fact that co-interior angles in parallel lines sum to 180°. Emphasise that they lie on the same side of the transversal, with both angles between the parallel lines. Initially, encourage students to measure co-interior angles to highlight the relationship between them, discussing how they are different from alternate and corresponding angles, not just in position but also in their properties. Include vertical parallel lines and sets of more than two parallel lines with the same transversal.","Students reinforce knowledge of alternate and corresponding angles, and explore co-interior angles in parallel lines. They examine examples using parallel and non-parallel lines, understanding co-interior angles sum to 180° and lie on the same transversal side. They measure co-interior angles, discussing differences from alternate and corresponding angles.",Year 8_12-13_Summer__Angles in parallel lines and polygons_5_Solve problems with angles in parallel lines,year-8__12-13__summer__blank__angles-in-parallel-lines-and-polygons__5__solve-problems-with-angles-in-parallel-lines,8,3,1,137,5
Year8SummerAnglesinparallellinesandpolygons,Year 8,12-13,Summer,,1,Angles in parallel lines and polygons,Angles in parallel lines and polygons,1004,6,Properties of special quadrilaterals and their diagonals,"In this small step, students use the angle facts covered in the previous steps to solve more complex, multi-step problems. Model the thought processes involved when approaching problem-solving questions. Verbalise each step to help students understand how to break down a problem, identify key information and decide which mathematical strategy to apply. Throughout this step, encourage students to label their diagrams, show their workings clearly and justify their answers using correct angle notation and vocabulary. Ensure that students check their answers throughout.","Students apply prior angle knowledge to solve multi-step problems. The process involves breaking down problems, identifying key information, and choosing a mathematical strategy. Students are encouraged to label diagrams, clearly show workings, and justify answers using correct angle notation. Answer checking is emphasised.",Year 8_12-13_Summer__Angles in parallel lines and polygons_6_Properties of special quadrilaterals and their diagonals,year-8__12-13__summer__blank__angles-in-parallel-lines-and-polygons__6__properties-of-special-quadrilaterals-and-their-diagonals,8,3,1,137,6
Year8SummerAnglesinparallellinesandpolygons,Year 8,12-13,Summer,,1,Angles in parallel lines and polygons,Angles in parallel lines and polygons,1005,7,Find unknown lengths and angles in special quadrilaterals,"In this small step, students investigate the properties of quadrilaterals and their diagonals. A Frayer model can be useful to explore the characteristics of quadrilaterals, as well as providing examples and non-examples. Start by focusing on special quadrilaterals such as squares, rectangles, trapezia, rhombi and parallelograms. Encourage students to consider their similarities as well as how they differ, for example in terms of how many sets of parallel lines or right angles they have. Students can then discuss the fact that diagonals join opposite vertices of a quadrilateral and can sometimes be vertical or horizontal in orientation.","Students explore quadrilateral properties and diagonals, using a Frayer model to examine characteristics, examples, and non-examples. Focus is on special quadrilaterals like squares, rectangles, trapezia, rhombi, and parallelograms, discussing similarities, differences, parallel lines, and right angles. Diagonals joining opposite vertices are also considered.",Year 8_12-13_Summer__Angles in parallel lines and polygons_7_Find unknown lengths and angles in special quadrilaterals,year-8__12-13__summer__blank__angles-in-parallel-lines-and-polygons__7__find-unknown-lengths-and-angles-in-special-quadrilaterals,8,3,1,137,7
